IDs_interactor_A	IDs_interactor_B	interactor_IDs_databases_A	interactor_IDs_databases_B	Taxid_interactor_A	Taxid_interactor_B	Publication_Identifiers	Confidence_values	Host_organisms	bait_prey_status_A	bait_prey_status_B	Interaction_detection_methods	Interaction_types	Interaction_identifiers	Expansion_methods	Features_interactor_A	Features_interactor_B	Identification_method_participant_A	Identification_method_participant_B	binding_region_A_start	binding_region_A_end	binding_region_B_start	binding_region_B_end	binding_region_A_type	binding_region_B_type	pair_id
Q9H4A6	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19837|virhostnet-nrid:18657	-	-	-	-	-							P06821|Q9H4A6
Q9H4I3	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19838|virhostnet-nrid:18658	-	-	-	-	-							P06821|Q9H4I3
Q9H5Q4	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19839|virhostnet-nrid:18659	-	-	-	-	-							P06821|Q9H5Q4
Q9H900	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19840|virhostnet-nrid:18660	-	-	-	-	-							P06821|Q9H900
Q9HBH0	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19841|virhostnet-nrid:18661	-	-	-	-	-							P06821|Q9HBH0
Q9NP72	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19842|virhostnet-nrid:18662	-	-	-	-	-							P06821|Q9NP72
Q9NU22	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19843|virhostnet-nrid:18663	-	-	-	-	-							P06821|Q9NU22
Q9NVJ2	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19844|virhostnet-nrid:18664	-	-	-	-	-							P06821|Q9NVJ2
Q9NXV2	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19845|virhostnet-nrid:18665	-	-	-	-	-							P06821|Q9NXV2
Q9NYU2	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19846|virhostnet-nrid:18666	-	-	-	-	-							P06821|Q9NYU2
Q9NZM1	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19847|virhostnet-nrid:18667	-	-	-	-	-							P06821|Q9NZM1
Q9P032	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19848|virhostnet-nrid:18668	-	-	-	-	-							P06821|Q9P032
Q9P2E9	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19849|virhostnet-nrid:18669	-	-	-	-	-							P06821|Q9P2E9
Q9P2J5	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19604|virhostnet-nrid:18424	-	-	-	-	-							P06821|Q9P2J5
Q9P2N5	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19850|virhostnet-nrid:18670	-	-	-	-	-							P06821|Q9P2N5
Q9UBF2	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19851|virhostnet-nrid:18671	-	-	-	-	-							P06821|Q9UBF2
Q9UBS4	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19852|virhostnet-nrid:18672	-	-	-	-	-							P06821|Q9UBS4
Q9UBV2	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19853|virhostnet-nrid:18673	-	-	-	-	-							P06821|Q9UBV2
Q9UJX2	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19855|virhostnet-nrid:18675	-	-	-	-	-							P06821|Q9UJX2
Q9UJZ1	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19857|virhostnet-nrid:18677	-	-	-	-	-							P06821|Q9UJZ1
Q9UKK3	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19858|virhostnet-nrid:18678	-	-	-	-	-							P06821|Q9UKK3
Q9UKM7	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19859|virhostnet-nrid:18679	-	-	-	-	-							P06821|Q9UKM7
Q9UL15	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19860|virhostnet-nrid:18680	-	-	-	-	-							P06821|Q9UL15
Q9ULT8	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19861|virhostnet-nrid:18681	-	-	-	-	-							P06821|Q9ULT8
Q9UNM6	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19862|virhostnet-nrid:18682	-	-	-	-	-							P06821|Q9UNM6
Q9UPN7	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19863|virhostnet-nrid:18683	-	-	-	-	-							P06821|Q9UPN7
Q9UQ35	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19864|virhostnet-nrid:18684	-	-	-	-	-							P06821|Q9UQ35
Q9Y230	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19865|virhostnet-nrid:18685	-	-	-	-	-							P06821|Q9Y230
Q9Y265	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19866|virhostnet-nrid:18686	-	-	-	-	-							P06821|Q9Y265
Q9Y3E5	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19867|virhostnet-nrid:18687	-	-	-	-	-							P06821|Q9Y3E5
Q9Y3F4	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19868|virhostnet-nrid:18688	-	-	-	-	-							P06821|Q9Y3F4
Q9Y5V3	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19870|virhostnet-nrid:18690	-	-	-	-	-							P06821|Q9Y5V3
Q9Y605	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19871|virhostnet-nrid:18691	-	-	-	-	-							P06821|Q9Y605
Q9Y678	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19872|virhostnet-nrid:18692	-	-	-	-	-							P06821|Q9Y678
Q9Y6G9	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19873|virhostnet-nrid:18693	-	-	-	-	-							P06821|Q9Y6G9
Q9Y6N5	P06821	uniprotkb	uniprotkb	9606	211044	26789921		-	-	-	psi-mi:MI:0006(anti bait coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:19874|virhostnet-nrid:18694	-	-	-	-	-							P06821|Q9Y6N5
P06899	A0A218M2D5	uniprotkb	uniprotkb	9606	11624	29261807		-	-	-	psi-mi:MI:0007(anti tag coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:22177|virhostnet-nrid:20852	-	-	-	-	-							A0A218M2D5|P06899
P06899	B4URF0	uniprotkb	uniprotkb	9606	381518	26651948		-	-	-	psi-mi:MI:0004(affinity chromatography technology)	psi-mi:MI:0915(physical association)	virhostnet-rid:18831|virhostnet-nrid:17665	-	-	-	-	-							B4URF0|P06899
P17676	P06921	uniprotkb	uniprotkb	9606	333923	12692227		-	-	-	psi-mi:MI:0059(gst pull down)	psi-mi:MI:0915(physical association)	virhostnet-rid:24009|virhostnet-nrid:21739	-	-	-	-	-							P06921|P17676
Q09472	P06921	uniprotkb	uniprotkb	9606	333923	12368347		-	-	-	psi-mi:MI:0059(gst pull down)	psi-mi:MI:0915(physical association)	virhostnet-rid:24007|virhostnet-nrid:21738	-	-	-	-	-							P06921|Q09472
Q15545	P06921	uniprotkb	uniprotkb	9606	333923	9820841		-	-	-	psi-mi:MI:0059(gst pull down)	psi-mi:MI:0915(physical association)	virhostnet-rid:24010|virhostnet-nrid:21740	-	-	-	-	-							P06921|Q15545
Q6IBJ0	P06921	uniprotkb	uniprotkb	9606	333923	22761572		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:6408|virhostnet-nrid:5602	-	-	-	-	-							P06921|Q6IBJ0
Q6NXQ0	P06921	uniprotkb	uniprotkb	9606	333923	22761572		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:6526|virhostnet-nrid:5720	-	-	-	-	-							P06921|Q6NXQ0
Q96SB4	P06922	uniprotkb	uniprotkb	9606	333760	22761553		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:5485|virhostnet-nrid:4682	-	-	-	-	-							P06922|Q96SB4
O00410	P06927	uniprotkb	uniprotkb	9606	333760	18455505		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:23956|virhostnet-nrid:21701	-	-	-	-	-							O00410|P06927
O00410	P06927	uniprotkb	uniprotkb	9606	333760	18455505		-	-	-	psi-mi:MI:0401(biochemical)	psi-mi:MI:0915(physical association)	virhostnet-rid:23957|virhostnet-nrid:21701	-	-	-	-	-							O00410|P06927
P00533	P06927	uniprotkb	uniprotkb	9606	333760	7645215		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:23960|virhostnet-nrid:21704	-	-	-	-	-							P00533|P06927
P04626	P06927	uniprotkb	uniprotkb	9606	333760	7645215		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:23959|virhostnet-nrid:21703	-	-	-	-	-							P04626|P06927
P07333	P06927	uniprotkb	uniprotkb	9606	333760	7645215		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:23962|virhostnet-nrid:21705	-	-	-	-	-							P06927|P07333
P09619	P06927	uniprotkb	uniprotkb	9606	333760	7645215		-	-	-	psi-mi:MI:0019(coimmunoprecipitation)	psi-mi:MI:0915(physical association)	virhostnet-rid:23958|virhostnet-nrid:21702	-	-	-	-	-							P06927|P09619
Q08174	P06927	uniprotkb	uniprotkb	9606	333760	16641280		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:22333|virhostnet-nrid:20993	-	-	-	-	-							P06927|Q08174
Q8N697	P06927	uniprotkb	uniprotkb	9606	333760	22810586		-	-	-	psi-mi:MI:0676(tandem affinity purification)	psi-mi:MI:0915(physical association)	virhostnet-rid:9225|virhostnet-nrid:8296	-	-	-	-	-							P06927|Q8N697
Q9Y6M5	P06927	uniprotkb	uniprotkb	9606	333760	16641280		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:22334|virhostnet-nrid:20994	-	-	-	-	-							P06927|Q9Y6M5
O00303	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11217|virhostnet-nrid:10255	-	-	-	-	-							O00303|P06929
O00762	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11216|virhostnet-nrid:10254	-	-	-	-	-							O00762|P06929
O15315	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11225|virhostnet-nrid:10263	-	-	-	-	-							O15315|P06929
O15372	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11207|virhostnet-nrid:10245	-	-	-	-	-							O15372|P06929
O43278	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11212|virhostnet-nrid:10250	-	-	-	-	-							O43278|P06929
O75348	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11203|virhostnet-nrid:10241	-	-	-	-	-							O75348|P06929
O75414	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11214|virhostnet-nrid:10252	-	-	-	-	-							O75414|P06929
O75880	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11199|virhostnet-nrid:10237	-	-	-	-	-							O75880|P06929
O96000	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11205|virhostnet-nrid:10243	-	-	-	-	-							O96000|P06929
P00338	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11200|virhostnet-nrid:10238	-	-	-	-	-							P00338|P06929
P00403	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11229|virhostnet-nrid:10267	-	-	-	-	-							P00403|P06929
P04406	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11185|virhostnet-nrid:10223	-	-	-	-	-							P04406|P06929
P04733	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11228|virhostnet-nrid:10266	-	-	-	-	-							P04733|P06929
P05109	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11206|virhostnet-nrid:10244	-	-	-	-	-							P05109|P06929
P06733	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11177|virhostnet-nrid:10215	-	-	-	-	-							P06733|P06929
P07203	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11227|virhostnet-nrid:10265	-	-	-	-	-							P06929|P07203
P08727	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11213|virhostnet-nrid:10251	-	-	-	-	-							P06929|P08727
P11684	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11208|virhostnet-nrid:10246	-	-	-	-	-							P06929|P11684
P14923	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11215|virhostnet-nrid:10253	-	-	-	-	-							P06929|P14923
P18283	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11218|virhostnet-nrid:10256	-	-	-	-	-							P06929|P18283
P22061	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11188|virhostnet-nrid:10226	-	-	-	-	-							P06929|P22061
P35250	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11176|virhostnet-nrid:10214	-	-	-	-	-							P06929|P35250
P36507	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11194|virhostnet-nrid:10232	-	-	-	-	-							P06929|P36507
P40939	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11178|virhostnet-nrid:10216	-	-	-	-	-							P06929|P40939
P41134	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11192|virhostnet-nrid:10230	-	-	-	-	-							P06929|P41134
P61803	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11195|virhostnet-nrid:10233	-	-	-	-	-							P06929|P61803
P62266	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11226|virhostnet-nrid:10264	-	-	-	-	-							P06929|P62266
P68104	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11209|virhostnet-nrid:10247	-	-	-	-	-							P06929|P68104
Q13084	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11179|virhostnet-nrid:10217	-	-	-	-	-							P06929|Q13084
Q13263	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11197|virhostnet-nrid:10235	-	-	-	-	-							P06929|Q13263
Q13950	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11191|virhostnet-nrid:10229	-	-	-	-	-							P06929|Q13950
Q14671	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11201|virhostnet-nrid:10239	-	-	-	-	-							P06929|Q14671
Q15022	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11221|virhostnet-nrid:10259	-	-	-	-	-							P06929|Q15022
Q5T1M5	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11187|virhostnet-nrid:10225	-	-	-	-	-							P06929|Q5T1M5
Q66K74	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11196|virhostnet-nrid:10234	-	-	-	-	-							P06929|Q66K74
Q7Z6J9	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11224|virhostnet-nrid:10262	-	-	-	-	-							P06929|Q7Z6J9
Q86W33	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11211|virhostnet-nrid:10249	-	-	-	-	-							P06929|Q86W33
Q8NDA8	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11223|virhostnet-nrid:10261	-	-	-	-	-							P06929|Q8NDA8
Q8TBR4	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11184|virhostnet-nrid:10222	-	-	-	-	-							P06929|Q8TBR4
Q92597	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11183|virhostnet-nrid:10221	-	-	-	-	-							P06929|Q92597
Q969X2	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11210|virhostnet-nrid:10248	-	-	-	-	-							P06929|Q969X2
Q96LL9	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11220|virhostnet-nrid:10258	-	-	-	-	-							P06929|Q96LL9
Q99538	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11181|virhostnet-nrid:10219	-	-	-	-	-							P06929|Q99538
Q99832	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11202|virhostnet-nrid:10240	-	-	-	-	-							P06929|Q99832
Q9H6D7	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11180|virhostnet-nrid:10218	-	-	-	-	-							P06929|Q9H6D7
Q9UBQ5	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11222|virhostnet-nrid:10260	-	-	-	-	-							P06929|Q9UBQ5
Q9UQ26	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11219|virhostnet-nrid:10257	-	-	-	-	-							P06929|Q9UQ26
Q9Y244	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11198|virhostnet-nrid:10236	-	-	-	-	-							P06929|Q9Y244
Q9Y3B6	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11182|virhostnet-nrid:10220	-	-	-	-	-							P06929|Q9Y3B6
Q9Y6X1	P06929	uniprotkb	uniprotkb	9606	10583	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11190|virhostnet-nrid:10228	-	-	-	-	-							P06929|Q9Y6X1
O14907	P06930	uniprotkb	uniprotkb	9606	333923	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11257|virhostnet-nrid:10295	-	-	-	-	-							O14907|P06930
O43166	P06930	uniprotkb	uniprotkb	9606	333923	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11320|virhostnet-nrid:10358	-	-	-	-	-							O43166|P06930
O60888	P06930	uniprotkb	uniprotkb	9606	333923	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11260|virhostnet-nrid:10298	-	-	-	-	-							O60888|P06930
O75132	P06930	uniprotkb	uniprotkb	9606	333923	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11251|virhostnet-nrid:10289	-	-	-	-	-							O75132|P06930
O75528	P06930	uniprotkb	uniprotkb	9606	333923	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11301|virhostnet-nrid:10339	-	-	-	-	-							O75528|P06930
O95807	P06930	uniprotkb	uniprotkb	9606	333923	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11313|virhostnet-nrid:10351	-	-	-	-	-							O95807|P06930
O95832	P06930	uniprotkb	uniprotkb	9606	333923	22898364		-	-	-	psi-mi:MI:0018(two hybrid)	psi-mi:MI:0915(physical association)	virhostnet-rid:11289|virhostnet-nrid:10327	-	-	-	-	-							O95832|P06930
